0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,label
2.96258926317648,1.88181758971085,0.12769839665208133,0.9262566496599132,0.3098293790392882,-1.0440189209028918,0.4023431775287964,-1.0059631570176606,0.22662628544661745,0.11748271993658503,-0.5333733836710847,-0.1023476060067036,0.14825790905833924,0.10413242297289575,-0.18701020567814,0.0637435586570989,0.06857520337849042,-0.07279634863666833,-0.1425949792338828,-0.5529194938417112,-0.387182364867802,0.01614172398615148,0.25068026487208356,0.3650919585669089,0.024788590069554826,-0.11715261968188856,adelante
3.0084450302619024,1.9215233766557753,0.12609270272175546,1.0054798249094616,0.3485123920147853,-1.0033400980734986,0.36030559099558496,-1.0542708049454608,0.19039028356753318,0.08521913618988226,-0.5758154274483684,-0.12055287326863397,0.12776684975189995,0.03773244576763802,-0.2081218179879975,0.08326835069194345,0.11027310459047508,-0.041761670690495835,-0.11628156700057572,-0.5994137370669063,-0.4404369067537482,-0.004453603754499453,0.3016739876794277,0.3514334051087165,0.007335037778631897,-0.15029714539650318,adelante
2.981043864053435,1.9485625210961015,0.10492137579828119,1.0199001259551572,0.3086789324496509,-0.9942072702174302,0.42761127577201213,-1.0392692360094489,0.17985648738738652,0.04227741195385979,-0.5495950639918233,-0.11735902854303001,0.15591333844253674,0.034137428526547636,-0.2031930001548437,0.09342797653822747,0.10191346677999587,-0.029712766729782663,-0.11072121520929677,-0.6003974475943582,-0.452724066633806,0.01011390867694435,0.2966143003722107,0.3735566626112913,0.03569641442096894,-0.10111286838312813,adelante
2.9478989639866366,1.8978376824306544,0.12601677850002774,0.9387954477470372,0.32946459940114775,-1.0161073547426218,0.4304679888001858,-1.1053636635904525,0.11190431591907685,0.06554669963109033,-0.6008648856885778,-0.0905162541402775,0.16296680449462467,0.05235819631944584,-0.21921932626877144,0.1400324092450985,0.06227080790001834,-0.049314335839698915,-0.15003076819783193,-0.5892128960653453,-0.4178288615773858,0.0036110698818230215,0.30540053218281205,0.41763720585693753,0.0377613316895691,-0.12845195806561688,adelante
2.9448759680538834,1.9014679339527736,0.1271990993077299,0.9172230425263116,0.3304449874688881,-1.0257736046946793,0.42961481009554076,-1.11364025073671,0.08211723445778613,0.05201390698893694,-0.6069211692511615,-0.086836642968616,0.1473958293521479,0.050498508601205944,-0.21703548745984594,0.1353158498618734,0.06951007649539559,-0.04701775761091875,-0.14468070299146132,-0.5820460552377926,-0.4239033337229781,-0.0006943023953083902,0.32140827486632584,0.41723368006064815,0.04958105182592883,-0.12784942644116284,adelante
2.9613135888890243,1.8735469484474334,0.14701990248667005,0.8858977124510369,0.33842036133076153,-1.0209070764801202,0.424698205613927,-1.2132804791001903,0.05957321100015778,0.05921440560654321,-0.6598102907610571,-0.08775342326423738,0.17856775186800652,0.035584156042926175,-0.21911660722114398,0.13471824160891505,0.0644962012038061,-0.02996635684291733,-0.16453857927688173,-0.5898676624557896,-0.4659248294479111,-0.004713591916283128,0.32035542392806754,0.44376442702763086,0.07643862215507835,-0.13984365286916836,adelante
3.065412005456512,1.8915806711096503,0.1402171183310475,0.8944105872846146,0.336082405912852,-0.9904088212471247,0.4031978271588488,-1.3521644817927243,0.0843965345810588,0.06234210332870684,-0.7777903723276164,-0.12706242077056348,0.14172476035761747,-0.042552170818019666,-0.21574036513168118,0.1463243907590773,0.11146764353202608,-0.018160975486013396,-0.17827347133937793,-0.6335409323489057,-0.4999541468362859,-0.0336281039553681,0.3744746579817846,0.4606488278037284,0.07140891756301587,-0.1648664515923183,adelante
3.0702319091431325,1.9114214577605888,0.12947599907543847,0.9010636414620816,0.3062359962758795,-0.9971525766390142,0.4305533999367901,-1.342154043648147,0.09011852327160728,0.03226494532563024,-0.7637670100348903,-0.1320294355831216,0.1541376891754037,-0.054847744860267354,-0.21639341814686372,0.12618850056378358,0.12408501092384089,-0.016216278232541133,-0.16570556657314364,-0.6088350681522704,-0.5121933056313864,-0.032054171465718075,0.36877924102385945,0.4612068690684881,0.09776822628951701,-0.15348816531652237,adelante
3.004559200261797,1.9406254030899341,0.12432418033114616,0.9275978938205075,0.29816945913603166,-1.0143182870169158,0.45023123241248286,-1.2442778803104222,0.05471863356588894,-0.02846879057905857,-0.6703563074950029,-0.10850587461750565,0.1560756827759504,-0.03937297376013713,-0.22108217483144668,0.1196350443530711,0.11124011511984187,-0.004560402387063812,-0.1318259964559482,-0.5569546073421207,-0.4959621181515825,-0.016320022730940374,0.3532085464937446,0.44371231605268785,0.11935001682736109,-0.12707208001588755,adelante
3.033528976749338,2.0475712400558552,0.09402840114183708,1.0037977100027042,0.3086562896151857,-0.9667001937590018,0.4435574052318778,-1.1858003040541645,0.03967514929909485,-0.122547052369831,-0.6289153094698193,-0.12388242565478272,0.14228082800183506,-0.10941678707341594,-0.23753006087886355,0.08320909590064929,0.19642850222245736,0.004879908374545286,-0.03057597467103704,-0.4607282103644472,-0.5392899930385254,-0.07473283237465735,0.31537798889393076,0.369519837668497,0.22782677102403598,-0.17463493004710745,adelante
